"カード名","マナコスト","タイプ","テキスト","オラクル","Ｐ／Ｔ","忠誠度","フレーバ","イラスト","セット等","再録"
"発明者の見習い/Inventor's Apprentice （はつめいしゃのみならい） ",(赤),"クリーチャー — 人間(Human)・工匠(Artificer) ","あなたがアーティファクトをコントロールしているかぎり、発明者の見習いは+1/+1の修整を受ける。","Inventor's Apprentice gets +1/+1 as long as you control an artifact.",1/2,-,,"Ryan Pancoast","アンコモン, カラデシュ (120/264) ",-
"ラスヌーのヘリオン/Lathnu Hellion （らすぬーのへりおん） ","(２)(赤)","クリーチャー — ヘリオン(Hellion) ","速攻ラスヌーのヘリオンが戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。あなたの終了ステップの開始時に、あなたが(Ｅ)(Ｅ)を支払わないかぎり、ラスヌーのヘリオンを生け贄に捧げる。","HasteWhen Lathnu Hellion enters the battlefield, you get {E}{E} (two energy counters).At the beginning of your end step, sacrifice Lathnu Hellion unless you pay {E}{E}.",4/4,-,,"Lars Grant-West","レア, カラデシュ (121/264) ",-
"向こう見ずな実験/Madcap Experiment （むこうみずなじっけん） ","(３)(赤)","ソーサリー ","アーティファクト・カードが公開されるまで、あなたのライブラリーの一番上からカードを１枚ずつ公開する。そのカードを戦場に出し、残りをあなたのライブラリーの一番下に無作為の順番で置く。向こう見ずな実験はあなたに、これにより公開されたカードの枚数に等しい点数のダメージを与える。","Reveal cards from the top of your library until you reveal an artifact card. Put that card onto the battlefield and the rest on the bottom of your library in a random order. Madcap Experiment deals damage to you equal to the number of cards revealed this way.",-,-,,"Joseph Meehan","レア, カラデシュ (122/264) ",-
"襲拳会の扉破り/Maulfist Doorbuster （しゅうけんかいのとびらやぶり） ","(３)(赤)","クリーチャー — 人間(Human)・戦士(Warrior) ","襲拳会の扉破りが戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。襲拳会の扉破りが攻撃するたび、クリーチャー１体を対象とする。あなたは(Ｅ)を支払ってもよい。そうしたなら、このターン、それではブロックできない。","When Maulfist Doorbuster enters the battlefield, you get {E}{E} (two energy counters).Whenever Maulfist Doorbuster attacks, you may pay {E}. If you do, target creature can't block this turn.",4/2,-,,"Josh Hass","アンコモン, カラデシュ (123/264) ",-
"ピア・ナラー/Pia Nalaar （ぴあならー） ","(２)(赤)","伝説のクリーチャー — 人間(Human)・工匠(Artificer) ","ピア・ナラーが戦場に出たとき、飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを１体生成する。(１)(赤)：アーティファクト・クリーチャー１体を対象とする。ターン終了時まで、それは+1/+0の修整を受ける。(１),アーティファクトを１つ生け贄に捧げる：クリーチャー１体を対象とする。このターン、それではブロックできない。","When Pia Nalaar enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.{1}{R}: Target artifact creature gets +1/+0 until end of turn.{1}, Sacrifice an artifact: Target creature can't block this turn.",2/2,-,,"Tyler Jacobson","レア, カラデシュ (124/264) ",-
"天才速製職人/Quicksmith Genius （てんさいそくせいしょくにん） ","(２)(赤)","クリーチャー — 人間(Human)・工匠(Artificer) ","アーティファクトが１つあなたのコントロール下で戦場に出るたび、あなたはカード１枚を捨ててもよい。そうしたなら、カードを１枚引く。","Whenever an artifact enters the battlefield under your control, you may discard a card. If you do, draw a card.",3/2,-,,"David Gaillet","アンコモン, カラデシュ (125/264) ",-
"無謀な炎織り/Reckless Fireweaver （むぼうなほのおおり） ","(１)(赤)","クリーチャー — 人間(Human)・工匠(Artificer) ","アーティファクトが１つあなたのコントロール下で戦場に出るたび、無謀な炎織りは各対戦相手にそれぞれ１点のダメージを与える。","Whenever an artifact enters the battlefield under your control, Reckless Fireweaver deals 1 damage to each opponent.",1/3,-,,"Deruchenko Alexander","コモン, カラデシュ (126/264) ",-
"改革派の戦術/Renegade Tactics （かいかくはのせんじゅつ） ",(赤),"ソーサリー ","クリーチャー１体を対象とする。このターン、それではブロックできない。カードを１枚引く。","Target creature can't block this turn.Draw a card.",-,-,,"Yeong-Hao Han","コモン, カラデシュ (127/264) ",-
"壊し屋グレムリン/Ruinous Gremlin （こわしやぐれむりん） ",(赤),"クリーチャー — グレムリン(Gremlin) ","(２)(赤),壊し屋グレムリンを生け贄に捧げる：アーティファクト１つを対象とし、それを破壊する。","{2}{R}, Sacrifice Ruinous Gremlin: Destroy target artifact.",1/1,-,,"Steve Prescott","コモン, カラデシュ (128/264) ",-
"垂涎グレムリン/Salivating Gremlins （すいぜんぐれむりん） ","(２)(赤)","クリーチャー — グレムリン(Gremlin) ","アーティファクトが１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、垂涎グレムリンは+2/+0の修整を受けるとともにトランプルを得る。","Whenever an artifact enters the battlefield under your control, Salivating Gremlins gets +2/+0 and gains trample until end of turn.",2/3,-,,"Christopher Burdett","コモン, カラデシュ (129/264) ",-
"航空船に忍び寄るもの/Skyship Stalker （こうくうせんにしのびよるもの） ","(２)(赤)(赤)","クリーチャー — ドラゴン(Dragon) ","飛行(赤)：ターン終了時まで、航空船に忍び寄るものは+1/+0の修整を受ける。(赤)：ターン終了時まで、航空船に忍び寄るものは先制攻撃を得る。(赤)：ターン終了時まで、航空船に忍び寄るものは速攻を得る。","Flying{R}: Skyship Stalker gets +1/+0 until end of turn.{R}: Skyship Stalker gains first strike until end of turn.{R}: Skyship Stalker gains haste until end of turn.",3/3,-,,"Chris Rahn","レア, カラデシュ (130/264) ",-
"独創の火花/Spark of Creativity （どくそうのひばな） ",(赤),"ソーサリー ","クリーチャー１体を対象とする。あなたのライブラリーの一番上のカードを追放する。あなたは「独創の火花はそのクリーチャーに、その追放したカードの点数で見たマナ・コストに等しい点数のダメージを与える。」を選んでもよい。そうしないなら、ターン終了時まで、あなたはそのカードをプレイしてもよい。","Choose target creature. Exile the top card of your library. You may have Spark of Creativity deal damage to that creature equal to the exiled card's converted mana cost. If you don't, you may play that card until end of turn.",-,-,,"Johann Bodin","アンコモン, カラデシュ (131/264) ",-
"競走路の熱狂者/Speedway Fanatic （きょうそうろのねっきょうしゃ） ","(１)(赤)","クリーチャー — 人間(Human)・操縦士(Pilot) ","速攻競走路の熱狂者が機体(Vehicle)１つに搭乗するたび、ターン終了時まで、その機体は速攻を得る。","HasteWhenever Speedway Fanatic crews a Vehicle, that Vehicle gains haste until end of turn.",2/1,-,,"Slawomir Maniak","アンコモン, カラデシュ (132/264) ",-
"尖塔横の潜入者/Spireside Infiltrator （せんとうよこのせんにゅうしゃ） ","(２)(赤)","クリーチャー — 人間(Human)・ならず者(Rogue) ","尖塔横の潜入者がタップ状態になるたび、これは各対戦相手にそれぞれ１点のダメージを与える。","Whenever Spireside Infiltrator becomes tapped, it deals 1 damage to each opponent.",3/2,-,,"Deruchenko Alexander","コモン, カラデシュ (133/264) ",-
"気ままな芸術家/Spontaneous Artist （きままなげいじゅつか） ","(３)(赤)","クリーチャー — 人間(Human)・ならず者(Rogue) ","気ままな芸術家が戦場に出たとき、あなたは(Ｅ)（エネルギー・カウンター１個）を得る。(Ｅ)を支払う：クリーチャー１体を対象とする。ターン終了時まで、それは速攻を得る。","When Spontaneous Artist enters the battlefield, you get {E} (an energy counter).Pay {E}: Target creature gains haste until end of turn.",3/3,-,,"Viktor Titov","コモン, カラデシュ (134/264) ",-
"エンジン始動/Start Your Engines （えんじんしどう） ","(３)(赤)","ソーサリー ","ターン終了時まで、あなたがコントロールする機体(Vehicle)はアーティファクト・クリーチャーになる。ターン終了時まで、あなたがコントロールするクリーチャーは+2/+0の修整を受ける。","Vehicles you control become artifact creatures until end of turn. Creatures you control get +2/+0 until end of turn.",-,-,,"Darek Zabrocki","アンコモン, カラデシュ (135/264) ",-
"縄張り持ちの大喰らい/Territorial Gorger （なわばりもちのおおぐらい） ","(３)(赤)","クリーチャー — グレムリン(Gremlin) ","トランプルあなたが(Ｅ)（エネルギー・カウンター）を１つ以上得るたび、ターン終了時まで、縄張り持ちの大喰らいは+2/+2の修整を受ける。","TrampleWhenever you get one or more {E} (energy counters), Territorial Gorger gets +2/+2 until end of turn.",2/2,-,,"Lius Lasahido","レア, カラデシュ (136/264) ",-
"博覧会場の恐怖/Terror of the Fairgrounds （はくらんかいじょうのきょうふ） ","(３)(赤)","クリーチャー — グレムリン(Gremlin) ",,,5/2,-,,"Filip Burburan","コモン, カラデシュ (137/264) ",-
"亢進する地虫/Thriving Grubs （こうしんするじむし） ","(１)(赤)","クリーチャー — グレムリン(Gremlin) ","亢進する地虫が戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。亢進する地虫が攻撃するたび、あなたは(Ｅ)(Ｅ)を支払ってもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。","When Thriving Grubs enters the battlefield, you get {E}{E} (two energy counters).Whenever Thriving Grubs attacks, you may pay {E}{E}. If you do, put a +1/+1 counter on it.",2/1,-,,"Steve Prescott","コモン, カラデシュ (138/264) ",-
"むら気な巨人/Wayward Giant （むらきなきょじん） ","(４)(赤)","クリーチャー — 巨人(Giant) ","威迫",Menace,4/5,-,,"Filip Burburan","コモン, カラデシュ (139/264) ",-
"溶接の火花/Welding Sparks （ようせつのひばな） ","(２)(赤)","インスタント ","クリーチャー１体を対象とする。溶接の火花はそれにＸ点のダメージを与える。Ｘはあなたがコントロールするアーティファクトの総数に３を足した数に等しい。","Welding Sparks deals X damage to target creature, where X is 3 plus the number of artifacts you control.",-,-,,"Raymond Swanland","コモン, カラデシュ (140/264) ",-
"人工物への興味/Appetite for the Unnatural （じんこうぶつへのきょうみ） ","(２)(緑)","インスタント ","アーティファクト１つかエンチャント１つを対象とし、それを破壊する。あなたは２点のライフを得る。","Destroy target artifact or enchantment. You gain 2 life.",-,-,,"Zoltan Boros","コモン, カラデシュ (141/264) ",-
"高木背の踏みつけ/Arborback Stomper （こうぼくせのふみつけ） ","(３)(緑)(緑)","クリーチャー — ビースト(Beast) ","トランプル高木背の踏みつけが戦場に出たとき、あなたは５点のライフを得る。","TrampleWhen Arborback Stomper enters the battlefield, you gain 5 life.",5/4,-,,"Dan Scott","アンコモン, カラデシュ (142/264) ",-
"獣性を築く者/Architect of the Untamed （じゅうせいをきずくもの） ","(２)(緑)","クリーチャー — エルフ(Elf)・工匠(Artificer)・ドルイド(Druid) ","土地が１つあなたのコントロール下で戦場に出るたび、あなたは(Ｅ)（エネルギー・カウンター１個）を得る。(Ｅ)(Ｅ)(Ｅ)(Ｅ)(Ｅ)(Ｅ)(Ｅ)(Ｅ)を支払う：無色の6/6のビースト(Beast)・アーティファクト・クリーチャー・トークンを１体生成する。","Whenever a land enters the battlefield under your control, you get {E} (an energy counter).Pay {E}{E}{E}{E}{E}{E}{E}{E}: Create a 6/6 colorless Beast artifact creature token.",2/3,-,,"Sara Winters","レア, カラデシュ (143/264) ",-
"鎧作りの審判者/Armorcraft Judge （よろいづくりのしんぱんしゃ） ","(３)(緑)","クリーチャー — エルフ(Elf)・工匠(Artificer) ","鎧作りの審判者が戦場に出たとき、あなたがコントロールする+1/+1カウンターが置かれているクリーチャー１体につきカードを１枚引く。","When Armorcraft Judge enters the battlefield, draw a card for each creature you control with a +1/+1 counter on it.",3/3,-,,"David Palumbo","アンコモン, カラデシュ (144/264) ",-
"霊気との調和/Attune with Aether （れいきとのちょうわ） ","(緑)","ソーサリー ","あなたのライブラリーから基本土地カード１枚を探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。","Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library. You get {E}{E} (two energy counters).",-,-,,"Wesley Burt","コモン, カラデシュ (145/264) ",-
"顕在的防御/Blossoming Defense （けんざいてきぼうぎょ） ","(緑)","インスタント ","あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは+2/+2の修整を受けるとともに呪禁を得る。","Target creature you control gets +2/+2 and gains hexproof until end of turn.",-,-,,"Anastasia Ovchinnikova","アンコモン, カラデシュ (146/264) ",-
"逆毛ハイドラ/Bristling Hydra （さかげはいどら） ","(２)(緑)(緑)","クリーチャー — ハイドラ(Hydra) ","逆毛ハイドラが戦場に出たとき、あなたは(Ｅ)(Ｅ)(Ｅ)（エネルギー・カウンター３個）を得る。(Ｅ)(Ｅ)(Ｅ)を支払う：逆毛ハイドラの上に+1/+1カウンターを１個置く。ターン終了時まで、これは呪禁を得る。","When Bristling Hydra enters the battlefield, you get {E}{E}{E} (three energy counters).Pay {E}{E}{E}: Put a +1/+1 counter on Bristling Hydra. It gains hexproof until end of turn.",4/3,-,,"Chris Rahn","レア, カラデシュ (147/264) ",-
"祝祭の開幕/Commencement of Festivities （しゅくさいのかいまく） ","(１)(緑)","インスタント ","このターン、プレイヤーに与えられるすべての戦闘ダメージを軽減する。","Prevent all combat damage that would be dealt to players this turn.",-,-,,"Zack Stella","コモン, カラデシュ (148/264) ",-
"僧帽地帯をうろつくもの/Cowl Prowler （そうぼうちたいをうろつくもの） ","(４)(緑)(緑)","クリーチャー — ワーム(Wurm) ",,,6/6,-,,"Tomasz Jedruszek","コモン, カラデシュ (149/264) ",-
"忍び寄るカビ/Creeping Mold （しのびよるかび） ","(２)(緑)(緑)","ソーサリー ","アーティファクト１つかエンチャント１つか土地１つを対象とし、それを破壊する。","Destroy target artifact, enchantment, or land.",-,-,,"Cliff Childs","アンコモン, カラデシュ (150/264) ","KLD 10E 9ED MRD 8ED 7ED 6ED VIS "
"刃の耕作者/Cultivator of Blades （やいばのこうさくしゃ） ","(３)(緑)(緑)","クリーチャー — エルフ(Elf)・工匠(Artificer) ","製造２（このクリーチャーが戦場に出たとき、これの上に+1/+1カウンターを２個置くか、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを２体生成する。）刃の耕作者が攻撃するたび、あなたは「ターン終了時まで、他の攻撃クリーチャーは+X/+Xの修整を受ける。Ｘは刃の耕作者のパワーに等しい。」を選んでもよい。","Fabricate 2 （When this creature enters the battlefield, put two +1/+1 counters on it or create two 1/1 colorless Servo artifact creature tokens.）Whenever Cultivator of Blades attacks, you may have other attacking creatures get +X/+X until end of turn, where X is Cultivator of Blades's power.",1/1,-,,"Bastien L. Deharme","レア, カラデシュ (151/264) ",-
"怪しげな挑戦/Dubious Challenge （あやしげなちょうせん） ","(３)(緑)","ソーサリー ","対戦相手１人を対象とする。あなたのライブラリーの一番上からカードを１０枚見て、その中からクリーチャー・カード最大２枚を追放し、その後あなたのライブラリーを切り直す。そのプレイヤーは、それらの追放されたカードの中から１枚を選び、それを自分のコントロール下で戦場に出してもよい。残りをあなたのコントロール下で戦場に出す。","Look at the top ten cards of your library, exile up to two creature cards from among them, then shuffle your library. Target opponent may choose one of the exiled cards and put it onto the battlefield under his or her control. Put the rest onto the battlefield under your control.",-,-,,"Scott Murphy","レア, カラデシュ (152/264) ",-
"丈夫な手工品/Durable Handicraft （じょうぶなしゅこうひん） ","(１)(緑)","エンチャント ","クリーチャーが１体あなたのコントロール下で戦場に出るたび、あなたは(１)を支払ってもよい。そうしたなら、そのクリーチャーの上に+1/+1カウンターを１個置く。(５)(緑),丈夫な手工品を生け贄に捧げる：あなたがコントロールする各クリーチャーの上に+1/+1カウンターをそれぞれ１個置く。","Whenever a creature enters the battlefield under your control, you may pay {1}. If you do, put a +1/+1 counter on that creature.{5}{G}, Sacrifice Durable Handicraft: Put a +1/+1 counter on each creature you control.",-,-,,"Raoul Vitale","アンコモン, カラデシュ (153/264) ",-
"洗練された鍛刃士/Elegant Edgecrafters （せんれんされたたんじんし） ","(４)(緑)(緑)","クリーチャー — エルフ(Elf)・工匠(Artificer) ","洗練された鍛刃士は、パワーが２以下のクリーチャーによってはブロックされない。製造２（このクリーチャーが戦場に出たとき、これの上に+1/+1カウンターを２個置くか、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを２体生成する。）","Elegant Edgecrafters can't be blocked by creatures with power 2 or less.Fabricate 2 （When this creature enters the battlefield, put two +1/+1 counters on it or create two 1/1 colorless Servo artifact creature tokens.）",3/4,-,,"Sean Sevestre","アンコモン, カラデシュ (154/264) ",-
"博覧会場の吠え象/Fairgrounds Trumpeter （はくらんかいじょうのほえぞう） ","(２)(緑)","クリーチャー — 象(Elephant) ","各終了ステップの開始時に、このターン中に+1/+1カウンターがパーマネントの上に置かれた時点でそのパーマネントをあなたがコントロールしていた場合、博覧会場の吠え象の上に+1/+1カウンターを１個置く。","At the beginning of each end step, if a +1/+1 counter was placed on a permanent under your control this turn, put a +1/+1 counter on Fairgrounds Trumpeter.",2/2,-,,"Jesper Ejsing","アンコモン, カラデシュ (155/264) ",-
"ギラプールの案内人/Ghirapur Guide （ぎらぷーるのあんないにん） ","(２)(緑)","クリーチャー — エルフ(Elf)・スカウト(Scout) ","(２)(緑)：あなたがコントロールするクリーチャー１体を対象とする。このターン、それはパワーが２以下のクリーチャーによってはブロックされない。","{2}{G}: Target creature you control can't be blocked by creatures with power 2 or less this turn.",3/2,-,,"Scott Murphy","アンコモン, カラデシュ (156/264) ",-
"高峰の職工/Highspire Artisan （こうほうのしょっこう） ","(２)(緑)","クリーチャー — エルフ(Elf)・工匠(Artificer) ","到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）製造１（このクリーチャーが戦場に出たとき、これの上に+1/+1カウンターを１個置くか、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを１体生成する。）","Reach （This creature can block creatures with flying.）Fabricate 1 （When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.）",0/3,-,,"Anna Steinbauer","コモン, カラデシュ (157/264) ",-
"弱者狩り/Hunt the Weak （じゃくしゃがり） ","(３)(緑)","ソーサリー ","あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。その前者の上に+1/+1カウンターを１個置く。その後、その前者はその後者と格闘を行う。（それぞれはもう一方に自身のパワーに等しい点数のダメージを与える。）","Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. （Each deals damage equal to its power to the other.）",-,-,,"Raoul Vitale","コモン, カラデシュ (158/264) ","KLD FRF M15 M14 "
"クジャールの種子彫刻家/Kujar Seedsculptor （くじゃーるのしゅしちょうこくか） ","(１)(緑)","クリーチャー — エルフ(Elf)・ドルイド(Druid) ","クジャールの種子彫刻家が戦場に出たとき、あなたがコントロールするクリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。","When Kujar Seedsculptor enters the battlefield, put a +1/+1 counter on target creature you control.",1/2,-,,"Anna Steinbauer","コモン, カラデシュ (159/264) ",-
"気宇壮大/Larger Than Life （きうそうだい） ","(１)(緑)","ソーサリー ","クリーチャー１体を対象とする。ターン終了時まで、それは+4/+4の修整を受けるとともにトランプルを得る。","Target creature gets +4/+4 and gains trample until end of turn.",-,-,,"Jaime Jones","コモン, カラデシュ (160/264) ",-
"牙長獣の仔/Longtusk Cub （きばながじゅうのこ） ","(１)(緑)","クリーチャー — 猫(Cat) ","牙長獣の仔がプレイヤー１人に戦闘ダメージを与えるたび、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。(Ｅ)(Ｅ)を支払う：牙長獣の仔の上に+1/+1カウンターを１個置く。","Whenever Longtusk Cub deals combat damage to a player, you get {E}{E} (two energy counters).Pay {E}{E}: Put a +1/+1 counter on Longtusk Cub.",2/2,-,,"Zoltan Boros","アンコモン, カラデシュ (161/264) ",-
"自然の流儀/Nature's Way （しぜんのりゅうぎ） ","(１)(緑)","ソーサリー ","あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。ターン終了時まで、その前者は警戒とトランプルを得る。その前者はその後者に、自身のパワーに等しい点数のダメージを与える。","Target creature you control gains vigilance and trample until end of turn. It deals damage equal to its power to target creature you don't control.",-,-,,"Zack Stella","アンコモン, カラデシュ (162/264) ",-
"生命の力、ニッサ/Nissa, Vital Force （せいめいのちからにっさ） ","(３)(緑)(緑)","プレインズウォーカー — ニッサ(Nissa) ","[+1]：あなたがコントロールする土地１つを対象とし、それをアンタップする。あなたの次のターンまで、それは速攻を持つ5/5のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。[-3]：あなたの墓地からパーマネント・カード１枚を対象とし、それをあなたの手札に戻す。[-6]：あなたは「土地が１つあなたのコントロール下で戦場に出るたび、あなたはカードを１枚引いてもよい。」を持つ紋章を得る。","+1: Untap target land you control. Until your next turn, it becomes a 5/5 Elemental creature with haste. It's still a land.-3: Return target permanent card from your graveyard to your hand.-6: You get an emblem with ""Whenever a land enters the battlefield under your control, you may draw a card.""",-,5,,"Clint Cearley","神話レア, カラデシュ (163/264) ",-
"飾りの勇気/Ornamental Courage （かざりのゆうき） ","(緑)","インスタント ","クリーチャー１体を対象とし、それをアンタップする。ターン終了時まで、それは+1/+3の修整を受ける。","Untap target creature. It gets +1/+3 until end of turn.",-,-,,"Anthony Palumbo","コモン, カラデシュ (164/264) ",-
"造命の賢者、オビア・パースリー/Oviya Pashiri, Sage Lifecrafter （ぞうめいのけんじゃおびあぱーすりー） ","(緑)","伝説のクリーチャー — 人間(Human)・工匠(Artificer) ","(２)(緑),(Ｔ)：無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを１体生成する。(４)(緑),(Ｔ)：無色のX/Xの構築物(Construct)アーティファクト・クリーチャー・トークンを１体生成する。Ｘはあなたがコントロールするクリーチャーの総数に等しい。","{2}{G}, {T}: Create a 1/1 colorless Servo artifact creature token.{4}{G}, {T}: Create an X/X colorless Construct artifact creature token, where X is the number of creatures you control.",1/2,-,,"Magali Villeneuve","レア, カラデシュ (165/264) ",-
"ピーマの先導/Peema Outrider （ぴーまのせんどう） ","(２)(緑)(緑)","クリーチャー — エルフ(Elf)・工匠(Artificer) ","トランプル製造１（このクリーチャーが戦場に出たとき、これの上に+1/+1カウンターを１個置くか、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを１体生成する。）","TrampleFabricate 1 （When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.）",3/3,-,,"Craig J Spearing","コモン, カラデシュ (166/264) ",-
"水辺の虎/Riparian Tiger （みずべのとら） ","(３)(緑)(緑)","クリーチャー — 猫(Cat) ","トランプル水辺の虎が戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。水辺の虎が攻撃するたび、あなたは(Ｅ)(Ｅ)を支払ってもよい。そうしたなら、ターン終了時まで、これは+2/+2の修整を受ける。","TrampleWhen Riparian Tiger enters the battlefield, you get {E}{E} (two energy counters).Whenever Riparian Tiger attacks, you may pay {E}{E}. If you do, it gets +2/+2 until end of turn.",4/4,-,,"Igor Kieryluk","コモン, カラデシュ (167/264) ",-
"シャイラ専有地の賢者/Sage of Shaila's Claim （しゃいらせんゆうちのけんじゃ） ","(１)(緑)","クリーチャー — エルフ(Elf)・ドルイド(Druid) ","シャイラ専有地の賢者が戦場に出たとき、あなたは(Ｅ)(Ｅ)(Ｅ)（エネルギー・カウンター３個）を得る。","When Sage of Shaila's Claim enters the battlefield, you get {E}{E}{E} (three energy counters).",2/1,-,,"Howard Lyon","コモン, カラデシュ (168/264) ",-
"導路の召使い/Servant of the Conduit （どうろのめしつかい） ","(１)(緑)","クリーチャー — エルフ(Elf)・ドルイド(Druid) ","導路の召使いが戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。(Ｔ),(Ｅ)を支払う：あなたのマナ・プールに、好きな色１色のマナ１点を加える。","When Servant of the Conduit enters the battlefield, you get {E}{E} (two energy counters).{T}, Pay {E}: Add one mana of any color to your mana pool.",2/2,-,,"Magali Villeneuve","アンコモン, カラデシュ (169/264) ",-
"撃墜/Take Down （げきつい） ","(緑)","ソーサリー ","以下から１つを選ぶ。・飛行を持つクリーチャー１体を対象とする。撃墜はそれに４点のダメージを与える。・撃墜は飛行を持つ各クリーチャーにそれぞれ１点のダメージを与える。","Choose one ---• Take Down deals 4 damage to target creature with flying.• Take Down deals 1 damage to each creature with flying.",-,-,,Izzy,"コモン, カラデシュ (170/264) ",-
"亢進するサイ/Thriving Rhino （こうしんするさい） ","(２)(緑)","クリーチャー — サイ(Rhino) ","亢進するサイが戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。亢進するサイが攻撃するたび、あなたは(Ｅ)(Ｅ)を支払ってもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。","When Thriving Rhino enters the battlefield, you get {E}{E} (two energy counters).Whenever Thriving Rhino attacks, you may pay {E}{E}. If you do, put a +1/+1 counter on it.",2/3,-,,"Matt Stewart","コモン, カラデシュ (171/264) ",-
"新緑の機械巨人/Verdurous Gearhulk （しんりょくのきかいきょじん） ","(３)(緑)(緑)","アーティファクト・クリーチャー — 構築物(Construct) ","トランプル新緑の機械巨人が戦場に出たとき、あなたがコントロールする望む数のクリーチャーを対象とし、それらの上に４個の+1/+1カウンターを望むように割り振って置く。","TrampleWhen Verdurous Gearhulk enters the battlefield, distribute four +1/+1 counters among any number of target creatures you control.",4/4,-,,"Jaime Jones","神話レア, カラデシュ (172/264) ",-
"野生の放浪者/Wild Wanderer （やせいのほうろうしゃ） ","(３)(緑)","クリーチャー — エルフ(Elf)・ドルイド(Druid) ","野生の放浪者が戦場に出たとき、あなたはあなたのライブラリーから基本土地カード１枚を探してもよい。そうしたなら、それをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。","When Wild Wanderer enters the battlefield, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",3/2,-,,"Sidharth Chaturvedi","コモン, カラデシュ (173/264) ",-
"途方もない夢/Wildest Dreams （とほうもないゆめ） ","(Ｘ)(Ｘ)(緑)","ソーサリー ","あなたの墓地からカードＸ枚を対象とし、それらをあなたの手札に戻す。途方もない夢を追放する。","Return X target cards from your graveyard to your hand. Exile Wildest Dreams.",-,-,,"Daniel Ljunggren","レア, カラデシュ (174/264) ",-
"狡猾な猫猿/Wily Bandar （こうかつなねこざる） ","(緑)","クリーチャー — 猫(Cat)・猿(Monkey) ","(２)(緑)：ターン終了時まで、狡猾な猫猿は破壊不能を得る。（ダメージや「破壊」と書かれた効果では、これは破壊されない。）","{2}{G}: Wily Bandar gains indestructible until end of turn. （Damage and effects that say ""destroy"" don't destroy it.）",1/1,-,,"Yeong-Hao Han","コモン, カラデシュ (175/264) ",-
"雲先案内人/Cloudblazer （くもさきあんないにん） ","(３)(白)(青)","クリーチャー — 人間(Human)・スカウト(Scout) ","飛行雲先案内人が戦場に出たとき、あなたは２点のライフを得て、カードを２枚引く。","FlyingWhen Cloudblazer enters the battlefield, you gain 2 life and draw two cards.",2/2,-,,"Dan Scott","アンコモン, カラデシュ (176/264) ",-
"禁制品の黒幕/Contraband Kingpin （きんせいひんのくろまく） ","(青)(黒)","クリーチャー — 霊気体(Aetherborn)・ならず者(Rogue) ","絆魂アーティファクトが１つあなたのコントロール下で戦場に出るたび、占術１を行う。","LifelinkWhenever an artifact enters the battlefield under your control, scry 1.",1/4,-,,"Anna Steinbauer","アンコモン, カラデシュ (177/264) ",-
